MIRNA	GENES	REGION	TARGETG_CHR
hsa-miR-3176	UTP14C	exonic	chr13
hsa-miR-320a	UTP14C	exonic	chr13
hsa-miR-320e	UTP14C	UTR3	chr13
hsa-miR-320a	UTP14C	UTR3	chr13
hsa-let-7b-5p	CKAP2	exonic	chr13
hsa-miR-106a-5p	CKAP2	exonic	chr13
hsa-miR-130a-3p	SUGT1	UTR5	chr13
hsa-miR-320e	MIR5007,snoU13	intergenic	chr13
hsa-miR-320a	MIR5007,snoU13	intergenic	chr13
hsa-miR-19a-3p	MIR5007,snoU13	intergenic	chr13
hsa-miR-146a-5p	MIR5007,snoU13	intergenic	chr13
hsa-miR-30c-5p	DIS3	UTR3	chr13
hsa-miR-23a-3p	PIBF1	exonic	chr13
hsa-miR-188-5p	KLF5	exonic	chr13
hsa-miR-17-5p	KLF12	UTR3	chr13
hsa-miR-17-5p	TBC1D4	intronic	chr13
hsa-miR-20a-5p	TBC1D4	intronic	chr13
hsa-miR-26b-5p	LMO7	UTR3	chr13
hsa-miR-186-5p	KCTD12	UTR3	chr13
hsa-miR-30d-5p	KCTD12	UTR3	chr13
hsa-miR-101-3p	FBXL3	UTR3	chr13
hsa-miR-18a-5p	FBXL3	UTR3,exonic	chr13
hsa-miR-17-5p	RBM26	UTR3	chr13
hsa-miR-194-5p	RBM26	UTR3	chr13
hsa-miR-19a-3p	RBM26	exonic	chr13
hsa-miR-760	NDFIP2	exonic	chr13
hsa-miR-1914-5p	NDFIP2	exonic	chr13
hsa-miR-378a-3p	NDFIP2	exonic,splicing	chr13
hsa-miR-19a-3p	AL354806.1,RP11-521J24.1	intergenic	chr13
hsa-miR-18a-5p	RP11-452B18.2	ncRNA_intronic	chr13
hsa-miR-17-5p	RP11-452B18.2	ncRNA_intronic	chr13
hsa-miR-454-3p	RP11-452B18.2	ncRNA_intronic	chr13
hsa-miR-548c-3p	PTMAP5,RP11-452B18.2	intergenic	chr13
hsa-miR-19a-3p	PTMAP5,RP11-452B18.2	intergenic	chr13
hsa-miR-93-5p	PTMAP5,RP11-452B18.2	intergenic	chr13
hsa-miR-17-5p	PTMAP5,RP11-452B18.2	intergenic	chr13
hsa-miR-20a-5p	PTMAP5,RP11-452B18.2	intergenic	chr13
hsa-miR-33a-5p	PTMAP5,RP11-452B18.2	intergenic	chr13
hsa-miR-33b-5p	PTMAP5,RP11-452B18.2	intergenic	chr13
hsa-miR-17-5p	PTMAP5,RNU6-67P	intergenic	chr13
hsa-miR-186-5p	LINC00351	ncRNA_intronic	chr13
hsa-miR-194-5p	LINC00351	ncRNA_intronic	chr13
hsa-miR-26a-5p	LINC00560,LINC01047	intergenic	chr13
hsa-miR-186-5p	LINC00560,LINC01047	intergenic	chr13
hsa-miR-182-5p	GPR180	exonic,intronic,splicing	chr13
hsa-miR-130a-3p	ABCC4	exonic	chr13
hsa-miR-320e	DNAJC3	intronic	chr13
hsa-miR-320a	DNAJC3	intronic	chr13
hsa-miR-34a-5p	RAP2A	UTR3	chr13
hsa-miR-484	IPO5	exonic	chr13
hsa-miR-92a-3p	IPO5	exonic	chr13
hsa-miR-1296-5p	IPO5	exonic	chr13
hsa-miR-877-3p	IPO5	exonic	chr13
hsa-miR-320a	ZIC2	UTR3	chr13
hsa-miR-93-5p	ZIC2	UTR3	chr13
hsa-miR-27a-3p	ARGLU1	intronic	chr13
hsa-miR-193b-3p	ARGLU1	intronic	chr13
hsa-let-7e-5p	IRS2	UTR3	chr13
hsa-let-7b-5p	IRS2	UTR3	chr13
hsa-miR-99a-5p	COL4A1	UTR3	chr13
hsa-miR-100-5p	COL4A1	UTR3	chr13
hsa-miR-320d	ARHGEF7	exonic,intronic,splicing	chr13
hsa-miR-320c	ARHGEF7	exonic,intronic,splicing	chr13
hsa-miR-320a	ARHGEF7	exonic,intronic,splicing	chr13
hsa-miR-20a-5p	ARHGEF7	UTR3	chr13
hsa-miR-130a-3p	ARHGEF7	UTR3	chr13
hsa-miR-17-5p	ARHGEF7	UTR3	chr13
hsa-miR-92a-3p	TUBGCP3	exonic,intronic,splicing	chr13
hsa-let-7b-5p	TUBGCP3	exonic	chr13
hsa-miR-92a-3p	ATP11A	exonic	chr13
hsa-miR-197-3p	ATP11A	UTR3	chr13
hsa-miR-15b-5p	ATP11A	UTR3	chr13
hsa-miR-130a-3p	ATP11A	UTR3	chr13
hsa-miR-18a-5p	CUL4A	exonic	chr13
hsa-miR-378a-3p	LAMP1	exonic	chr13
hsa-miR-615-3p	LAMP1	exonic	chr13
hsa-miR-25-3p	TMCO3	UTR3	chr13
hsa-miR-484	UPF3A	UTR3	chr13
hsa-miR-193b-3p	RPPH1	ncRNA_exonic	chr14
hsa-miR-103a-3p	RNA5SP382	ncRNA_exonic,upstream	chr14
hsa-miR-185-5p	APEX1	exonic	chr14
hsa-miR-17-5p	APEX1	UTR3,exonic	chr14
hsa-miR-100-5p	APEX1,TMEM55B	UTR3	chr14
hsa-miR-99a-5p	APEX1,TMEM55B	UTR3	chr14
hsa-let-7b-5p	TMEM55B	exonic	chr14
hsa-miR-1296-5p	RP11-203M5.8	ncRNA_exonic,ncRNA_intronic,ncRNA_splicing	chr14
hsa-miR-103a-3p	ARHGEF40	exonic,intronic,splicing	chr14
hsa-miR-505-5p	HNRNPC	UTR3	chr14
hsa-miR-744-5p	HNRNPC	UTR3	chr14
hsa-miR-30c-5p	HNRNPC	UTR3,exonic,splicing	chr14
hsa-miR-484	HNRNPC	UTR3,exonic,splicing	chr14
hsa-miR-615-3p	HNRNPC	UTR3,exonic,splicing	chr14
hsa-miR-455-3p	HNRNPC	exonic	chr14
hsa-miR-615-3p	HNRNPC	exonic	chr14
hsa-miR-23b-3p	HNRNPC	intronic	chr14
hsa-miR-23a-3p	HNRNPC	intronic	chr14
hsa-miR-188-5p	HNRNPC	intronic	chr14
hsa-miR-17-5p	HNRNPC	intronic	chr14
hsa-miR-615-3p	SUPT16H	UTR3	chr14
hsa-let-7b-5p	SUPT16H	UTR3	chr14
hsa-let-7c-5p	SUPT16H	UTR3	chr14
hsa-miR-17-5p	SUPT16H	exonic	chr14
hsa-miR-18a-3p	SUPT16H	exonic	chr14
hsa-miR-196a-5p	SUPT16H	exonic	chr14
hsa-miR-339-5p	SUPT16H	exonic	chr14
hsa-miR-423-5p	CHD8	exonic	chr14
hsa-miR-92a-3p	METTL3	exonic,splicing	chr14
hsa-miR-27a-3p	METTL3	exonic,splicing	chr14
hsa-miR-615-3p	SALL2	exonic	chr14
hsa-miR-331-3p	SALL2	exonic	chr14
hsa-miR-671-5p	OXA1L	exonic	chr14
hsa-miR-301b	OXA1L	exonic	chr14
hsa-miR-100-5p	OXA1L	UTR3	chr14
hsa-miR-93-5p	RBM23	UTR3	chr14
hsa-miR-30e-5p	PSMB5	UTR3,intronic	chr14
hsa-miR-21-5p	PSMB5	UTR3,exonic	chr14
hsa-miR-221-3p	PSMB5	UTR3,exonic	chr14
hsa-miR-423-3p	PSMB5	UTR3,exonic	chr14
hsa-miR-106b-5p	ACIN1	exonic,splicing	chr14
hsa-miR-324-5p	ACIN1	exonic,splicing	chr14
hsa-miR-17-5p	ACIN1	intronic	chr14
hsa-miR-93-5p	ACIN1	intronic	chr14
hsa-miR-122-5p	ACIN1	exonic,intronic,splicing	chr14
hsa-miR-181b-5p	C14orf119	UTR3	chr14
hsa-miR-92b-3p	BCL2L2-PABPN1,PABPN1	UTR3,exonic	chr14
hsa-miR-122-5p	BCL2L2-PABPN1,PABPN1	UTR3,exonic	chr14
hsa-miR-615-3p	PABPN1	UTR3	chr14
hsa-miR-185-5p	PABPN1	UTR3	chr14
hsa-miR-320a	DCAF11	UTR3	chr14
hsa-miR-331-3p	PSME1	UTR3,exonic	chr14
hsa-miR-324-5p	PSME1	UTR3,exonic	chr14
hsa-miR-421	PSME1	UTR3,exonic	chr14
hsa-miR-186-5p	PSME1	UTR3,exonic	chr14
hsa-miR-92a-3p	IPO4	exonic	chr14
hsa-miR-744-5p	CIDEB	exonic	chr14
hsa-miR-17-5p	KHNYN	exonic,intronic,splicing	chr14
hsa-miR-92a-3p	KHNYN	exonic,intronic,splicing	chr14
hsa-miR-194-5p	CTD-3006G17.2	ncRNA_intronic	chr14
hsa-miR-19a-3p	CTD-3006G17.2	ncRNA_intronic	chr14
hsa-miR-17-5p	CTD-2251F13.1,RP11-1103G16.1	intergenic	chr14
hsa-miR-20a-5p	CTD-2251F13.1,RP11-1103G16.1	intergenic	chr14
hsa-miR-186-5p	G2E3	UTR3	chr14
hsa-miR-130a-3p	SCFD1	intronic	chr14
hsa-miR-93-5p	SCFD1	intronic	chr14
hsa-miR-106b-5p	SCFD1	intronic	chr14
hsa-miR-615-3p	COCH	UTR3	chr14
hsa-miR-192-5p	COCH	UTR3	chr14
hsa-miR-18a-5p	STRN3	UTR3	chr14
hsa-miR-19a-3p	STRN3	UTR3	chr14
hsa-miR-30c-5p	STRN3	intronic	chr14
hsa-miR-19a-3p	STRN3	intronic	chr14
hsa-miR-19b-3p	STRN3	intronic	chr14
hsa-miR-181a-5p	HECTD1	exonic	chr14
hsa-miR-16-5p	HECTD1	exonic	chr14
hsa-miR-17-5p	HECTD1	exonic	chr14
hsa-miR-191-5p	CTD-2213F21.2	ncRNA_intronic	chr14
hsa-miR-19b-3p	CTD-2213F21.2	ncRNA_intronic	chr14
hsa-miR-23b-3p	ARHGAP5-AS1	ncRNA_exonic	chr14
hsa-miR-365a-3p	ARHGAP5	intronic	chr14
hsa-miR-590-3p	ARHGAP5	intronic	chr14
hsa-miR-99b-5p	ARHGAP5	exonic	chr14
hsa-miR-25-3p	ARHGAP5	exonic	chr14
hsa-miR-423-3p	ARHGAP5	exonic	chr14
hsa-miR-17-5p	ARHGAP5	exonic	chr14
hsa-miR-19a-3p	ARHGAP5	exonic	chr14
hsa-miR-106b-5p	ARHGAP5	exonic	chr14
hsa-miR-194-5p	ARHGAP5	exonic	chr14
hsa-miR-324-3p	ARHGAP5	exonic	chr14
hsa-miR-29a-3p	ARHGAP5	exonic	chr14
hsa-miR-106a-5p	ARHGAP5	exonic	chr14
hsa-miR-122-5p	ARHGAP5	exonic	chr14
hsa-miR-181a-5p	ARHGAP5	exonic	chr14
hsa-miR-103a-3p	ARHGAP5	UTR3	chr14
hsa-miR-16-5p	ARHGAP5	UTR3	chr14
hsa-miR-365a-3p	ARHGAP5	UTR3	chr14
hsa-miR-32-5p	ARHGAP5	UTR3	chr14
hsa-miR-122-5p	ARHGAP5	UTR3	chr14
hsa-miR-320a	ARHGAP5	UTR3	chr14
hsa-miR-19a-3p	ARHGAP5	UTR3	chr14
hsa-miR-15a-5p	ARHGAP5	UTR3	chr14
hsa-miR-21-5p	ARHGAP5	UTR3	chr14
hsa-miR-29b-3p	ARHGAP5	UTR3	chr14
hsa-miR-17-5p	ARHGAP5	UTR3	chr14
hsa-miR-20a-5p	ARHGAP5	UTR3	chr14
hsa-miR-93-5p	ARHGAP5	UTR3	chr14
hsa-miR-18a-3p	EGLN3	UTR3	chr14
hsa-miR-130a-3p	SPTSSA	UTR3,exonic	chr14
hsa-miR-93-5p	EAPP	exonic	chr14
hsa-miR-374a-5p	CFL2	UTR3	chr14
hsa-miR-30c-5p	CFL2	UTR3	chr14
hsa-miR-17-5p	CFL2	UTR3	chr14
hsa-miR-374a-5p	CFL2	UTR3,exonic	chr14
hsa-miR-320a	SRP54	intronic	chr14
hsa-miR-27a-3p	NFKBIA	UTR3	chr14
hsa-miR-196a-5p	BRMS1L	UTR3	chr14
hsa-miR-100-5p	MBIP	UTR3	chr14
hsa-miR-192-5p	FOXA1	UTR3	chr14
hsa-miR-92a-3p	FOXA1	UTR3	chr14
hsa-miR-92b-3p	FOXA1	UTR3	chr14
hsa-miR-92a-3p	FOXA1	exonic	chr14
hsa-miR-23a-3p	SEC23A	UTR3	chr14
hsa-miR-17-5p	SEC23A	UTR3	chr14
hsa-miR-128	SEC23A	exonic	chr14
hsa-miR-21-5p	SEC23A	exonic	chr14
hsa-miR-196a-5p	TRAPPC6B	UTR3	chr14
hsa-miR-1269a	PNN	exonic	chr14
hsa-miR-194-5p	PNN	UTR3	chr14
hsa-miR-92a-3p	PNN	UTR3	chr14
hsa-miR-20a-5p	RP11-407N17.5	ncRNA_exonic	chr14
hsa-miR-17-5p	RP11-407N17.5	ncRNA_exonic	chr14
hsa-miR-505-3p	FBXO33	UTR3	chr14
hsa-miR-16-5p	CTD-2307P3.1,RP11-305B6.3	intergenic	chr14
hsa-miR-574-3p	CTD-2307P3.1,RP11-305B6.3	intergenic	chr14
hsa-miR-27a-3p	CTD-2307P3.1,RP11-305B6.3	intergenic	chr14
hsa-miR-17-5p	KLHL28	UTR3	chr14
hsa-miR-93-5p	KLHL28	UTR3	chr14
hsa-miR-365a-3p	RPS29	UTR3,exonic,intronic	chr14
hsa-miR-652-3p	RPS29	UTR3,exonic,intronic	chr14
hsa-miR-122-5p	RN7SL1,RPS29	downstream,ncRNA_exonic,upstream	chr14
hsa-miR-331-3p	RPL36AL	exonic	chr14
hsa-miR-130b-5p	RPL36AL	exonic	chr14
hsa-miR-324-5p	RPL36AL	exonic	chr14
hsa-miR-30c-5p	RP11-649E7.5	ncRNA_exonic	chr14
hsa-miR-93-5p	KLHDC2	UTR3	chr14
hsa-miR-15a-5p	NEMF	exonic,intronic,splicing	chr14
hsa-miR-122-5p	RN7SL2	downstream,ncRNA_exonic	chr14
hsa-miR-17-5p	RN7SL2	downstream,ncRNA_exonic	chr14
hsa-miR-140-3p	RN7SL2	downstream,ncRNA_exonic	chr14
hsa-miR-181a-5p	ARF6	downstream	chr14
hsa-miR-26a-5p	ARF6,RNU6-189P	intergenic	chr14
hsa-miR-30c-5p	VCPKMT	UTR3	chr14
hsa-miR-320b	SOS2	intronic	chr14
hsa-miR-320d	SOS2	intronic	chr14
hsa-miR-484	SAV1	UTR3	chr14
hsa-miR-18a-3p	NIN	UTR3	chr14
hsa-miR-17-5p	PYGL	exonic	chr14
hsa-miR-17-5p	GPR137C	UTR3	chr14
hsa-miR-106b-5p	ERO1L,RP11-841O20.2	UTR3,ncRNA_exonic	chr14
hsa-miR-93-5p	ERO1L,RP11-841O20.2	UTR3,ncRNA_exonic	chr14
hsa-miR-17-5p	ERO1L,RP11-841O20.2	UTR3,ncRNA_exonic	chr14
hsa-miR-130b-3p	ERO1L,RP11-841O20.2	UTR3,ncRNA_exonic	chr14
hsa-miR-182-5p	ERO1L	UTR3	chr14
hsa-miR-296-3p	ERO1L	UTR3	chr14
hsa-miR-92a-3p	GNPNAT1	UTR3	chr14
hsa-miR-93-5p	FERMT2	exonic,intronic,splicing	chr14
hsa-miR-99a-5p	DDHD1	UTR3	chr14
hsa-miR-92a-3p	CDKN3	exonic	chr14
hsa-miR-23a-3p	CNIH1	UTR3	chr14
hsa-miR-33a-3p	CNIH1	UTR3	chr14
hsa-miR-196a-5p	GMFB	UTR3	chr14
hsa-miR-17-5p	GMFB	UTR3	chr14
hsa-miR-122-5p	GMFB	UTR3	chr14
hsa-miR-27a-3p	SAMD4A	UTR3	chr14
hsa-miR-27a-3p	GCH1	exonic	chr14
hsa-miR-18a-5p	GCH1	exonic	chr14
hsa-miR-615-3p	SOCS4	UTR3	chr14
hsa-miR-483-5p	MAPK1IP1L	exonic	chr14
hsa-miR-19a-3p	ATG14	UTR3	chr14
hsa-miR-15b-5p	NAA30	UTR3	chr14
hsa-miR-17-5p	ACTR10	exonic	chr14
hsa-miR-30b-5p	ACTR10	UTR3	chr14
hsa-miR-106b-5p	PSMA3	exonic	chr14
hsa-miR-194-5p	PSMA3,RP11-349A22.5	exonic,ncRNA_intronic	chr14
hsa-miR-378a-3p	PSMA3,RP11-349A22.5	exonic,ncRNA_intronic	chr14
hsa-miR-26a-5p	PSMA3,RP11-349A22.5	exonic,ncRNA_intronic	chr14
hsa-miR-30c-5p	RP11-517O13.3	ncRNA_intronic	chr14
hsa-let-7e-5p	DAAM1	exonic,splicing	chr14
hsa-miR-26a-5p	DAAM1	UTR3	chr14
hsa-miR-140-3p	DAAM1	UTR3	chr14
hsa-miR-93-5p	RP11-62H20.1,RTN1	intergenic	chr14
hsa-miR-20a-5p	RP11-62H20.1,RTN1	intergenic	chr14
hsa-miR-92a-3p	PCNXL4	exonic	chr14
hsa-miR-16-5p	PPM1A	intronic	chr14
hsa-miR-99a-5p	PPM1A	exonic	chr14
hsa-miR-92b-3p	C14orf39	UTR3,exonic,intronic,splicing	chr14
hsa-miR-106b-3p	HIF1A	exonic,splicing	chr14
hsa-miR-103a-3p	HIF1A	exonic	chr14
hsa-miR-122-5p	HIF1A	exonic	chr14
hsa-miR-186-5p	HIF1A-AS2,RP11-618G20.1	ncRNA_intronic	chr14
hsa-miR-17-5p	HIF1A-AS2,RP11-618G20.1	ncRNA_intronic	chr14
hsa-miR-193b-3p	SNAPC1	UTR3	chr14
hsa-miR-19a-3p	CTD-2277K2.1	ncRNA_intronic	chr14
hsa-miR-183-5p	CTD-2277K2.1	ncRNA_intronic	chr14
hsa-miR-182-5p	CTD-2277K2.1	ncRNA_intronic	chr14
hsa-let-7c-5p	PPP2R5E	exonic	chr14
hsa-let-7b-5p	PPP2R5E	exonic	chr14
hsa-miR-877-5p	MTHFD1	UTR3,exonic	chr14
hsa-miR-1246	RNU2-14P	ncRNA_exonic	chr14
hsa-let-7b-5p	GPHN	exonic	chr14
hsa-miR-374a-5p	MPP5	UTR3	chr14
hsa-miR-196a-5p	RDH11	UTR3	chr14
hsa-miR-1246	ZFYVE26	UTR3	chr14
hsa-miR-20a-5p	ZFYVE26	UTR3	chr14
hsa-miR-17-5p	ZFYVE26	UTR3	chr14
hsa-miR-93-5p	ZFYVE26	UTR3	chr14
hsa-miR-23a-3p	ZFYVE26	UTR3	chr14
hsa-miR-19a-3p	ZFP36L1	UTR3	chr14
hsa-miR-423-3p	ZFP36L1	exonic	chr14
hsa-miR-93-3p	ACTN1	UTR3	chr14
hsa-miR-92a-3p	ERH	UTR3	chr14
hsa-miR-17-5p	KIAA0247	UTR3	chr14
hsa-miR-99a-5p	SYNJ2BP-COX16	ncRNA_intronic	chr14
hsa-miR-320a	SYNJ2BP-COX16	ncRNA_intronic	chr14
hsa-miR-106b-3p	MED6,RP11-486O13.4	downstream,intergenic	chr14
hsa-miR-192-5p	MED6,RP11-486O13.4	downstream,intergenic	chr14
hsa-miR-106b-5p	MAP3K9	UTR3	chr14
hsa-miR-17-5p	MAP3K9	UTR3	chr14
hsa-miR-26a-5p	RBM25	UTR3	chr14
hsa-miR-192-5p	RBM25	UTR3	chr14
hsa-miR-454-3p	RBM25	UTR3	chr14
hsa-miR-130a-3p	NUMB	exonic,intronic,splicing	chr14
hsa-miR-181b-5p	ELMSAN1	UTR3	chr14
hsa-let-7e-5p	ELMSAN1	UTR3	chr14
hsa-miR-17-5p	ELMSAN1	UTR3	chr14
hsa-let-7b-5p	YLPM1	exonic	chr14
hsa-miR-92b-5p	DLST	UTR5,exonic	chr14
hsa-miR-503-5p	DLST	UTR5,exonic	chr14
hsa-miR-92b-3p	DLST	exonic	chr14
hsa-miR-125a-5p	DLST	exonic	chr14
hsa-miR-106a-5p	DLST	UTR3	chr14
hsa-miR-615-3p	DLST	UTR3	chr14
hsa-miR-92a-3p	EIF2B2	exonic	chr14
hsa-miR-455-3p	EIF2B2	exonic	chr14
hsa-miR-92b-3p	EIF2B2	exonic	chr14
hsa-let-7b-5p	NEK9	UTR3	chr14
hsa-miR-191-5p	C14orf1	exonic	chr14
hsa-miR-1225-3p	ANGEL1	UTR3	chr14
hsa-miR-92a-3p	IRF2BPL	exonic	chr14
hsa-miR-615-3p	IRF2BPL	exonic	chr14
hsa-miR-196a-5p	AHSA1	exonic	chr14
hsa-miR-222-3p	AHSA1	exonic	chr14
hsa-miR-193b-3p	AHSA1	exonic	chr14
hsa-miR-99b-5p	AHSA1	UTR3	chr14
hsa-miR-1914-5p	SLIRP	exonic	chr14
hsa-miR-424-5p	GTF2A1	exonic	chr14
hsa-miR-17-5p	SPATA7	exonic	chr14
hsa-miR-17-5p	EML5	UTR3	chr14
hsa-miR-21-5p	RP11-33N16.3	ncRNA_intronic	chr14
hsa-miR-96-5p	RP11-33N16.3	ncRNA_intronic	chr14
hsa-miR-25-3p	RP11-33N16.3	ncRNA_intronic	chr14
hsa-let-7a-5p	TDP1	UTR3,exonic,splicing	chr14
hsa-miR-320a	TDP1	UTR3	chr14
hsa-miR-26a-5p	CALM1	exonic	chr14
hsa-miR-19a-3p	CALM1	exonic	chr14
hsa-miR-93-5p	RPS6KA5	UTR3,exonic	chr14
hsa-miR-30d-5p	SMEK1	UTR3	chr14
hsa-miR-33a-5p	CPSF2	UTR3	chr14
hsa-miR-1296-5p	GOLGA5	UTR3	chr14
hsa-miR-181a-5p	ITPK1	UTR3	chr14
hsa-miR-454-3p	UBR7	UTR3	chr14
hsa-miR-26a-5p	BTBD7	UTR3	chr14
hsa-miR-23a-3p	BTBD7	UTR3	chr14
hsa-miR-423-5p	DDX24	UTR3	chr14
hsa-miR-769-5p	DDX24	exonic	chr14
hsa-miR-744-5p	DDX24	exonic	chr14
hsa-miR-185-5p	SERPINA1	UTR3,exonic	chr14
hsa-miR-423-5p	SERPINA1	UTR3,exonic	chr14
hsa-miR-320a	SERPINA1	UTR3,exonic	chr14
hsa-miR-1269a	SERPINA1	exonic	chr14
hsa-miR-320a	SERPINA1	exonic	chr14
hsa-miR-16-5p	DICER1	UTR3	chr14
hsa-miR-296-3p	DICER1	exonic	chr14
hsa-let-7a-5p	DICER1	exonic	chr14
hsa-miR-17-5p	DICER1	exonic	chr14
hsa-miR-23a-3p	DICER1	exonic	chr14
hsa-miR-27a-3p	GLRX5	UTR3	chr14
hsa-miR-26b-5p	ATG2B	UTR3	chr14
hsa-miR-103a-3p	ATG2B	UTR3	chr14
hsa-let-7b-5p	PAPOLA	exonic	chr14
hsa-miR-320a	PAPOLA	exonic	chr14
hsa-miR-23a-3p	PAPOLA	UTR3	chr14
hsa-miR-15b-5p	PAPOLA	UTR3,downstream	chr14
hsa-miR-27a-3p	BCL11B	UTR3	chr14
hsa-miR-194-5p	BCL11B	UTR3	chr14
hsa-miR-27b-3p	EML1	UTR3,exonic	chr14
hsa-miR-1229-3p	EML1	UTR3	chr14
hsa-miR-1296	YY1	exonic	chr14
hsa-miR-320a	RP11-638I2.8	ncRNA_intronic	chr14
hsa-miR-1247-5p	DIO3OS	ncRNA_exonic	chr14
hsa-miR-122-5p	DIO3OS	ncRNA_exonic	chr14
hsa-miR-27a-3p	DYNC1H1	exonic,intronic,splicing	chr14
hsa-miR-149-5p	DYNC1H1	exonic,intronic,splicing	chr14
hsa-miR-92a-3p	DYNC1H1,RP11-1017G21.4	exonic,splicing	chr14
hsa-miR-18a-5p	DYNC1H1,RP11-1017G21.4	exonic,splicing	chr14
hsa-miR-455-3p	DYNC1H1,RP11-1017G21.4	exonic,splicing	chr14
hsa-miR-194-5p	DYNC1H1,RP11-1017G21.4	exonic,splicing	chr14
hsa-miR-204-5p	HSP90AA1	UTR3	chr14
hsa-miR-17-5p	HSP90AA1	UTR3	chr14
hsa-miR-25-3p	HSP90AA1	UTR3	chr14
hsa-miR-30e-5p	HSP90AA1	UTR3,exonic	chr14
hsa-miR-185-5p	HSP90AA1	UTR3,exonic	chr14
hsa-miR-16-5p	HSP90AA1	exonic	chr14
hsa-miR-15a-5p	HSP90AA1	exonic	chr14
hsa-miR-183-5p	HSP90AA1	exonic	chr14
hsa-miR-10a-5p	HSP90AA1	exonic	chr14
hsa-miR-378a-3p	HSP90AA1	exonic	chr14
hsa-miR-425-5p	HSP90AA1	exonic	chr14
hsa-miR-421	HSP90AA1	exonic	chr14
hsa-miR-320a	HSP90AA1	exonic	chr14
hsa-miR-222-3p	HSP90AA1	exonic	chr14
hsa-miR-27a-3p	HSP90AA1	exonic	chr14
hsa-miR-25-3p	HSP90AA1	exonic	chr14
hsa-miR-186-5p	HSP90AA1	exonic	chr14
hsa-miR-30b-5p	HSP90AA1	exonic,intronic,splicing	chr14
hsa-miR-324-3p	HSP90AA1	exonic,intronic,splicing	chr14
hsa-miR-3943	HSP90AA1	exonic,intronic,splicing	chr14
hsa-miR-92a-3p	TECPR2	UTR3	chr14
hsa-miR-455-3p	RCOR1	UTR3	chr14
hsa-miR-17-5p	RCOR1	UTR3	chr14
hsa-miR-92a-3p	EIF5	exonic,intronic,splicing	chr14
hsa-miR-125b-5p	EIF5	UTR3	chr14
hsa-miR-320a	EIF5	UTR3	chr14
hsa-miR-96-5p	EIF5	UTR3	chr14
hsa-miR-744-5p	CKB	exonic	chr14
hsa-miR-92a-3p	CKB	exonic	chr14
hsa-miR-346	CKB	exonic	chr14
hsa-miR-1260b	CKB	exonic	chr14
hsa-miR-935	CKB	exonic	chr14
hsa-miR-130a-3p	CKB	exonic	chr14
hsa-miR-15b-5p	CKB	exonic	chr14
hsa-miR-484	ZFYVE21	UTR3	chr14
hsa-miR-181b-5p	PPP1R13B,ZFYVE21	UTR3,downstream	chr14
hsa-miR-93-3p	PPP1R13B	UTR3	chr14
hsa-miR-138-5p	PPP1R13B	UTR3	chr14
hsa-miR-505-3p	PPP1R13B	UTR3	chr14
hsa-miR-421	PPP1R13B	UTR3	chr14
hsa-miR-10b-5p	PPP1R13B	UTR3	chr14
hsa-miR-193b-3p	RP11-982M15.2	ncRNA_exonic	chr14
hsa-let-7c-5p	CEP170B	UTR3	chr14
hsa-let-7f-5p	CEP170B	UTR3	chr14
hsa-let-7a-5p	CEP170B	UTR3	chr14
hsa-miR-331-3p	CDCA4	UTR3	chr14
hsa-miR-92a-3p	JAG2	exonic	chr14
hsa-miR-484	JAG2	exonic	chr14
hsa-miR-30a-5p	TUBGCP5	exonic,intronic,splicing	chr15
hsa-miR-92b-3p	NIPA2	UTR5,exonic	chr15
hsa-miR-3615	NIPA2	UTR5,exonic	chr15
hsa-miR-30c-5p	NDNL2	UTR3	chr15
hsa-miR-25-3p	NDNL2	UTR3	chr15
hsa-miR-320a	ARHGAP11B	exonic,intronic,splicing	chr15
hsa-miR-210	KLF13	UTR3	chr15
hsa-miR-16-5p	KLF13	UTR3	chr15
hsa-miR-19a-3p	ARHGAP11A	exonic	chr15
hsa-miR-151a-5p	NOP10	UTR3	chr15
hsa-miR-92a-3p	GOLGA8A	UTR3	chr15
hsa-miR-25-3p	GOLGA8A	UTR3	chr15
hsa-miR-183-5p	AC114546.1,ZNF770	UTR3,UTR5,exonic	chr15
hsa-miR-222-3p	AC114546.1,ZNF770	UTR3,UTR5,exonic	chr15
hsa-miR-18a-5p	ZNF770	exonic	chr15
hsa-miR-92a-3p	ZNF770	exonic	chr15
hsa-miR-33a-5p	SPRED1	UTR3	chr15
hsa-miR-26a-5p	RP11-624L4.1	ncRNA_intronic	chr15
hsa-miR-26b-5p	RP11-624L4.1	ncRNA_intronic	chr15
hsa-miR-194-5p	THBS1	UTR3	chr15
hsa-miR-196a-5p	THBS1	UTR3	chr15
hsa-miR-33b-5p	SRP14	UTR3,exonic	chr15
hsa-miR-22-3p	BUB1B	UTR5	chr15
hsa-miR-193b-3p	BUB1B	UTR5	chr15
hsa-miR-324-3p	BAHD1	UTR3	chr15
hsa-miR-106a-5p	CHST14	exonic	chr15
hsa-miR-17-5p	CHST14	exonic	chr15
hsa-miR-505-5p	RMDN3	UTR3	chr15
hsa-miR-125b-5p	RHOV	UTR3	chr15
hsa-miR-331-3p	RHOV	UTR3	chr15
hsa-miR-20a-3p	OIP5-AS1	ncRNA_exonic	chr15
hsa-miR-92a-3p	OIP5-AS1	ncRNA_exonic	chr15
hsa-miR-25-3p	OIP5-AS1	ncRNA_exonic	chr15
